0,1,2,3,is_facility
Choctaw Nation of Oklahoma,Choctaw Casino - Antlers Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Grant Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Stigler,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - McAlester,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Atoka Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Poteau Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Stringtown Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Wilburton Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Broken Bow Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Idabel,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Pocola,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Stringtown,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino Too - McAlester Travel Plaza,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Durant Travel Plaza (East),"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Durant Travel Plaza  (West),"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino and Resort - Durant,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Broken Bow,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Choctaw Nation of Oklahoma,Choctaw Casino - Grant,"P.O. Drawer 1210, Durant OK 74702",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Citizen Potawatomi Nation, Oklahoma","1601 S. Gordon Cooper Drive, Shawnee OK 74801",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: rbarrett@potawatomi.org,FALSE
"Citizen Potawatomi Nation, Oklahoma",Firelake Travel Plaza,"1601 S. Gordon Cooper Drive, Shawnee OK 74801",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Citizen Potawatomi Nation, Oklahoma",Golf Clubhouse,"1601 S. Gordon Cooper Drive, Shawnee OK 74801",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Citizen Potawatomi Nation, Oklahoma",Golf Clubhouse,"1601 S. Gordon Cooper Drive, Shawnee OK 74801",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Citizen Potawatomi Nation, Oklahoma",Firelake Entertainment Center,"1601 S. Gordon Cooper Drive, Shawnee OK 74801",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Citizen Potawatomi Nation, Oklahoma",Grand Casino Hotel Resort,"1601 S. Gordon Cooper Drive, Shawnee OK 74801",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Cocopah Tribe of Arizona,"County 15th & Ave. G, Somerton AZ 85350",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: sherry@cocopah.com;,FALSE
Cocopah Tribe of Arizona,,,cocotcsec@cocopah.com,TRUE
Cocopah Tribe of Arizona,Cocopah Bingo and Casino,"County 15th & Ave. G, Somerton AZ 85350",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Coeur d'Alene Tribe,"PO Box 408 850 A Street, Plummer ID 83851",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chief@cdatribe-nsn.gov,FALSE
Coeur d'Alene Tribe,Benewah Market,"PO Box 408 850 A Street, Plummer ID 83851",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Coeur d'Alene Tribe,Benewah Automotive Center,"PO Box 408 850 A Street, Plummer ID 83851",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Coeur d'Alene Tribe,Coeur d'Alene Casino Resort/Hotel,"PO Box 408 850 A Street, Plummer ID 83851",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Colorado River Indian Tribes of the Colorado River Indian Reservation, AZ and CA","26600 Mohave Road, Parker AZ 85344",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tashina.harper@crit-nsn.gov,FALSE
"Colorado River Indian Tribes of the Colorado River Indian Reservation, AZ and CA",Blue Water Casino,"26600 Mohave Road, Parker AZ 85344",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma","P.O. Box 908, Lawton OK 73502",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
"Comanche Nation, Oklahoma",,,forrest.tahdooahnippah@comanchenation.com,TRUE
"Comanche Nation, Oklahoma",Comanche Cache Casino,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma",War Pony Casino,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma",Comanche Nation Travel Plaza.,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma",Comanche Nation Casino,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma",Comanche Red River Casino,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma",Comanche Spur Casino,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Comanche Nation, Oklahoma",Comanche Star Casino,"P.O. Box 908, Lawton OK 73502",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,"4287 Complex Blvd., Pablo MT 59855",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tom.mcdonald@cskt.org,FALSE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,Gray Wolf Peak Casino,"4287 Complex Blvd., Pablo MT 59855",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,Gray Wolf Peak Casino,"4287 Complex Blvd., Pablo MT 59855",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,Gray Wolf Peak Casino,"4287 Complex Blvd., Pablo MT 59855",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,Gray Wolf Peak Casino,"4287 Complex Blvd., Pablo MT 59855",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,Big Arm Marina Casino,"4287 Complex Blvd., Pablo MT 59855",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Confederated Salish and Kootenai Tribes of the Flathead Reservation,KwaTaqNuk Resort,"4287 Complex Blvd., Pablo MT 59855",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Confederated Tribes and Bands of the Yakama Nation, Washington","PO Box 151 401 Fort Rd, Toppenish WA 98948",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Delano_Saluskin@Yakama.com,FALSE
"Confederated Tribes and Bands of the Yakama Nation, Washington",Yakama Nation Legends Casino,"PO Box 151 401 Fort Rd, Toppenish WA 98948",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Confederated Tribes of Coos, Lower Umpqua & Siuslaw Indians of Oregon","1245 Fulton Ave, Coos Bay OR 97420",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Debbie.bossley@ctclusi.org,FALSE
"Confederated Tribes of Coos, Lower Umpqua & Siuslaw Indians of Oregon",Three River Casino - Coos Bay,"1245 Fulton Ave, Coos Bay OR 97420",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Confederated Tribes of Coos, Lower Umpqua & Siuslaw Indians of Oregon",Three River Casino - Coos Bay,"1245 Fulton Ave, Coos Bay OR 97420",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Confederated Tribes of Coos, Lower Umpqua & Siuslaw Indians of Oregon",Three Rivers Casino - Florence,"1245 Fulton Ave, Coos Bay OR 97420",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of Siletz Indians of Oregon,"PO Box 549 201 SE Swan Ave, Siletz OR 97380",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: dpigsley@msn.com,FALSE
Confederated Tribes of Siletz Indians of Oregon,Chinook Winds Casino Resort,"PO Box 549 201 SE Swan Ave, Siletz OR 97380",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Confederated Tribes of the Chehalis Reservation, Washington","PO Box 536 420 Howanut Road, Oakville WA 98568",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chairman@chehalistribe.org,FALSE
"Confederated Tribes of the Chehalis Reservation, Washington",Lucky Eagle Casino and Hotel,"PO Box 536 420 Howanut Road, Oakville WA 98568",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Colville Reservation Washington,"PO Box 150 21 Colville Street, Nespelem WA 99155",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
Confederated Tribes of the Colville Reservation Washington,,,Jarred.Erickson.cbc@colvilletribes.com,TRUE
Confederated Tribes of the Colville Reservation Washington,12 Tribes Omak Casino,"PO Box 150 21 Colville Street, Nespelem WA 99155",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Colville Reservation Washington,12 Tribes of Lake Chelan Casino,"PO Box 150 21 Colville Street, Nespelem WA 99155",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Colville Reservation Washington,12 Tribes Coulee Dam Casino,"PO Box 150 21 Colville Street, Nespelem WA 99155",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Grand Ronde Community of Oregon,"9615 Grand Ronde Rd, Grand Ronde OR 97347-",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Cheryle.kennedy@grandronde.org,FALSE
Confederated Tribes of the Grand Ronde Community of Oregon,Spirit Mountain Casino,"9615 Grand Ronde Rd, Grand Ronde OR 97347-",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Umatilla Indian Reservation,"46411 Timine Way, Pendleton OR 97801",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: garyburke@ctuir.org,FALSE
Confederated Tribes of the Umatilla Indian Reservation,Wildhorse Gaming Resort and Casino,"46411 Timine Way, Pendleton OR 97801",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Warm Springs Reservation of OR,"P.O. Box 1299 1233 Veterns St, Warm Springs OR 97761",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jonathanwsmith@wstribe.org,FALSE
Confederated Tribes of the Warm Springs Reservation of OR,Plateau Travel Plaza,"P.O. Box 1299 1233 Veterns St, Warm Springs OR",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Warm Springs Reservation of OR,,97761,,TRUE
Confederated Tribes of the Warm Springs Reservation of OR,Indian Head Casino,"P.O. Box 1299 1233 Veterns St, Warm Springs OR",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Confederated Tribes of the Warm Springs Reservation of OR,,97761,,TRUE
Coquille Indian Tribe,"3050 Tremont Avenue, North Bend OR 97459",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: brendameade@coquilletribe.org,FALSE
Coquille Indian Tribe,Ko-Kwell Casino Resort Medford,"3050 Tremont Avenue, North Bend OR 97459",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Coquille Indian Tribe,The Mill Casino,"3050 Tremont Avenue, North Bend OR 97459",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Coushatta Tribe of Louisiana,"P.O. BOX 818, C.C. Bel Road, ELTON LA 70532",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
Coushatta Tribe of Louisiana,Coushatta Casino Resort,"P.O. BOX 818, C.C. Bel Road, ELTON LA 70532",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Cow Creek Band of Umpqua Tribe of Indians,"2371 NE Stephens St STE 100, Roseburg OR 97470",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: carla.keene@cowcreek-ns.gov,FALSE
Cow Creek Band of Umpqua Tribe of Indians,Seven Feathers Casino Resort,"2371 NE Stephens St STE 100, Roseburg OR 97470",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Cowlitz Tribe,"PO Box 2547 1055 9th Ave S, Suite B, Longview WA 98632",Class Type:   See 25 CFR 502.3 & 4,Email Address: dbarnett@cowlitz.org,FALSE
Cowlitz Tribe,ilani Casino Resort,"PO Box 2547 1055 9th Ave S, Suite B, Longview WA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Cowlitz Tribe,,98632,,TRUE
Coyote Valley Band of Pomo Indians,"7601 North State Street, Redwood Valley CA 95470",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: cvchair@coyotevalley-nsn.gov,FALSE
Coyote Valley Band of Pomo Indians,Coyote Valley Mini Casino,"7601 North State Street, Redwood Valley CA 95470",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Coyote Valley Band of Pomo Indians,Coyote Valley Casino,"7601 North State Street, Redwood Valley CA 95470",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Crow Creek Sioux Tribe of the Crow Creek Reservation,"P.O. Box 50, Fort Thompson SD 57339",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: peterlengkeek@yahoo.com,FALSE
Crow Creek Sioux Tribe of the Crow Creek Reservation,Lode Star Casino,"P.O. Box 50, Fort Thompson SD 57339",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Crow Creek Sioux Tribe of the Crow Creek Reservation,,,ccst.com,TRUE
"Delaware Nation, Oklahoma","P.O. Box 825, Anadarko OK 73005",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: ddotson@delawarenation-nsn.gov,FALSE
"Delaware Nation, Oklahoma",Casino Oklahoma,"P.O. Box 825, Anadarko OK 73005",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Delaware Nation, Oklahoma",Gold River Casino,"P.O. Box 825, Anadarko OK 73005",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Dry Creek Rancheria Band of Pomo Indians, California","1450 Airport Blvd. Ste. 200A, Santa Rosa CA 95403","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: chrisw@drycreekrancheria.com",,FALSE
"Dry Creek Rancheria Band of Pomo Indians, California",River Rock Casino,"1450 Airport Blvd. Ste. 200A, Santa Rosa CA 95403
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Eastern Band of Cherokee Indians of North Carolina,"P.O. Box 455, Cherokee NC 28719","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: mhicks@ebci-nsn.gov",,FALSE
Eastern Band of Cherokee Indians of North Carolina,Harrah's Cherokee Casino,"P.O. Box 455, Cherokee NC 28719
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Eastern Band of Cherokee Indians of North Carolina,Harrah's Cherokee Valley River Casino,"P.O. Box 455, Cherokee NC 28719
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Eastern Band of Cherokee Indians of North Carolina,Harrah's Cherokee Valley River Casino,"P.O. Box 455, Cherokee NC 28719
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Eastern Shawnee Tribe of Oklahoma,"70500 E. 128 Road Suite 1, Wyandotte OK 74370","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: gjwallace@estoo.net",,FALSE
Eastern Shawnee Tribe of Oklahoma,Bordertown Outpost Casino,"70500 E. 128 Road Suite 1, Wyandotte OK 74370
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Eastern Shawnee Tribe of Oklahoma,Indigo Sky Casino,"70500 E. 128 Road Suite 1, Wyandotte OK 74370
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Eklutna Native Village,"26339 Eklutna Village Road, Chugiak AK 99567","Class Type:   See 25 CFR 502.3 & 4 
Email Address:",,FALSE
Eklutna Native Village,Chin'an Gaming Hall,"26339 Eklutna Village Road, Chugiak AK 99567
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Elk Valley Rancheria,"2332 Howland Hill Road, Crescent City CA 95531","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: dmiller@elk-valley.com",,FALSE
Elk Valley Rancheria,Elk Valley Casino,"2332 Howland Hill Road, Crescent City CA 95531
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Enterprise Rancheria of the Maidu Indians of California,"3311 Forty Mile Road, Wheatland CA 95692","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: jcn@ergc.us",,FALSE
Enterprise Rancheria of the Maidu Indians of California,Rocktane Slots & Casino at Fire Mountain,"3311 Forty Mile Road, Wheatland CA 95692
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Enterprise Rancheria of the Maidu Indians of California,Hard Rock Hotel & Casino Sacramento at Fire Mountain,"3311 Forty Mile Road, Wheatland CA 95692
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Federated Indians of Graton Rancheria,"6400 Redwood Dr. Suite 300, Rohnert Park CA 94928","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: ahardin@gratonrancheria.com",,FALSE
Federated Indians of Graton Rancheria,Graton Resort & Casino,"6400 Redwood Dr. Suite 300, Rohnert Park CA 94928
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Flandreau Santee Sioux Tribe,"P.O. Box 283, Flandreau SD 57028","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: tony.reider@fsst.org",,FALSE
Flandreau Santee Sioux Tribe,First American Mart,"P.O. Box 283, Flandreau SD 57028
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Flandreau Santee Sioux Tribe,Royal River Casino and Hotel,"P.O. Box 283, Flandreau SD 57028
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Fond du Lac Band of Minnesota Chippewa Tribe, Minnesota","1720 Big Lake Road, Cloquet MN 55720","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: brucesavage@fdlband.org",,FALSE
"Fond du Lac Band of Minnesota Chippewa Tribe, Minnesota",Black Bear Casino,"1720 Big Lake Road, Cloquet MN 55720
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Fond du Lac Band of Minnesota Chippewa Tribe, Minnesota",Fond du Luth Casino,"1720 Big Lake Road, Cloquet MN 55720
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
"Forest County Potawatomi Community, Wisconsin","5416 Everybody's Rd, Crandon WI 54520","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: James.crawford@fcpotawatomi-",,FALSE
"Forest County Potawatomi Community, Wisconsin",,nsn.gov,,TRUE
"Forest County Potawatomi Community, Wisconsin",Potawatomi Hotel & Casino,"5416 Everybody's Rd, Crandon WI 54520
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Forest County Potawatomi Community, Wisconsin",Potawatomi Carter Casino Hotel,"5416 Everybody's Rd, Crandon WI 54520
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Fort Belknap Indian Community of the Fort Belknap Reservation, Montana","RR 1 Box 66 656 Agency Main Street, Harlem MT 59526","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: jeffrey.stiffarm@ftbelknap.org",,FALSE
"Fort Belknap Indian Community of the Fort Belknap Reservation, Montana",Fort Belknap Casino,"RR 1 Box 66 656 Agency Main Street, Harlem MT 
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Fort Belknap Indian Community of the Fort Belknap Reservation, Montana",,59526,,TRUE
Fort Independence Indian Community of Paiute Indians of  Fort Independence Reservation,"P.O.Box 67, Independence CA 93526","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: carl@fortindependence.com",,FALSE
Fort Independence Indian Community of Paiute Indians of  Fort Independence Reservation,Oak Creek Casino,"P.O.Box 67, Independence CA 93526
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Fort McDowell Yavapai Nation of Arizona,"P.O. Box 17779, Fountain Hills AZ 85269","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: Sandra.Pattea@fmyn.org",,FALSE
Fort McDowell Yavapai Nation of Arizona,We-Ko-Pa Casino Resort,"P.O. Box 17779, Fountain Hills AZ 85269
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Fort Mojave Indian Tribe,"500 Merriman Avenue, Needles CA 92363","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: timothywilliams@fortmojave.com",,FALSE
Fort Mojave Indian Tribe,Avi Casino,"500 Merriman Avenue, Needles CA 92363
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Fort Mojave Indian Tribe,Spirit Mountain Casino,"500 Merriman Avenue, Needles CA 92363
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Fort Sill Apache Tribe of Oklahoma,"43187 US Highway 281, Apache OK 73006","Class Type: Class II   See 25 CFR 502.3 & 4 
Email Address: jennifer.heminokeky@fortsillapache-",,FALSE
Fort Sill Apache Tribe of Oklahoma,,nsn.gov,,TRUE
Fort Sill Apache Tribe of Oklahoma,Warm Springs Casino,"43187 US Highway 281, Apache OK 73006
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Fort Sill Apache Tribe of Oklahoma,Apache Casino Hotel,"43187 US Highway 281, Apache OK 73006
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Gila River Indian Community of the Gila River Indian Reservation, Arizona","P.O. Box 97 315 West Casa Blanca, Sacaton AZ 85247","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: Stephen.Lewis@gric.nsn.us",,FALSE
"Gila River Indian Community of the Gila River Indian Reservation, Arizona",San Tan Mountain Casino,"P.O. Box 97 315 West Casa Blanca, Sacaton AZ 85247 Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Gila River Indian Community of the Gila River Indian Reservation, Arizona",Vee Quiva Casino,"P.O. Box 97 315 West Casa Blanca, Sacaton AZ 85247 Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Gila River Indian Community of the Gila River Indian Reservation, Arizona",Wild Horse Pass Casino,"P.O. Box 97 315 West Casa Blanca, Sacaton AZ 85247",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Gila River Indian Community of the Gila River Indian Reservation, Arizona",Lone Butte Casino,"P.O. Box 97 315 West Casa Blanca, Sacaton AZ 85247",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Grand Portage Band of Minnesota Chippewa Tribe, Minnesota","P.O. Box 428, Grand Portage MN 55605",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
"Grand Portage Band of Minnesota Chippewa Tribe, Minnesota",,,robertdeschampe@grandportage.com,TRUE
"Grand Portage Band of Minnesota Chippewa Tribe, Minnesota",Grand Portage Casino,"P.O. Box 428, Grand Portage MN 55605",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan","2605 N. West Bay Shore Dr., Peshawbestown MI 49682",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Sandra.witherspoon@gtbindians.com,FALSE
"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan",,,,TRUE
"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan",Crystal Shores Casino,"2605 N. West Bay Shore Dr., Peshawbestown MI 49682",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan",Turtle Creek Casino,"2605 N. West Bay Shore Dr., Peshawbestown MI 49682",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan",Leelanau Sands Casino,"2605 N. West Bay Shore Dr., Peshawbestown MI 49682",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Habematolel Pomo of Upper Lake,"375 East Highway 20, Suite 1 P.O. Box 516, Upper Lake CA",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: dcirelli@hpultribe-nsn.gov,FALSE
Habematolel Pomo of Upper Lake,Running Creek Casino,"375 East Highway 20, Suite 1 P.O. Box 516, Upper Lake",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Habematolel Pomo of Upper Lake,,CA 95485,,TRUE
Hannahville Indian Community,"N. 14911 Hannahville B1 Road P.O. Box 351, Wilson MI 49896",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tyderyien@hannahville.org,FALSE
Hannahville Indian Community,Island Resort & Casino,"N. 14911 Hannahville B1 Road P.O. Box 351, Wilson MI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Hannahville Indian Community,,49896,,TRUE
Ho-Chunk Nation of Wisconsin,"P.O. Box 667 W9814 Airport Road, Black River Falls WI 54615",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: maasusga@ho-chunk.com,FALSE
Ho-Chunk Nation of Wisconsin,Ho-Chunk Gaming - Wittenberg,"P.O. Box 667 W9814 Airport Road, Black River Falls WI",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Ho-Chunk Nation of Wisconsin,,54615,,TRUE
